"county","tract","bg","state","sduni14","sdelm14","sdsec14","sdbest14","sdbesttype14","cd114","hsa","stab","cntyname","eschlnm14","sschlnm14","uschlnm14","bschlnm14","hsaname","intptlon","intptlat","pop14","afact"
"County code","Tract","Block group","State code","sduni14","sdelm14","sdsec14","sdbest14","sdbesttype14","cd114","Hospital service areas (2016)","State abbreviation","County name","Elementary school district name 2014","Secondary school district name 2014","Unified school district name 2014","Best school district name 2014","Hospital service areas 2016","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Pop 2014 estimate from county-level estimates","bg to hsa allocation factor"
"53011","0410.11","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.644801,45.65412,1251.141825,1 
"53011","0411.04","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.576386,45.671911,2101.49415,1 
"53011","0411.04","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.568158,45.666931,1926.546352,1 
"53011","0411.05","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.62359,45.668268,2746.150276,1 
"53011","0411.05","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.607004,45.675902,1636.026979,1 
"53011","0411.05","3","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.608093,45.668585,1137.690829,1 
"53011","0411.07","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.585795,45.673173,433.65848,0.276165 
"53011","0411.07","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.593902,45.672261,1136.630539,0.723835 
"53011","0411.07","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.590823,45.666357,1084.676345,1 
"53011","0411.08","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.593501,45.661655,2238.271519,1 
"53011","0411.08","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.580514,45.66448,260.831262,0.105083 
"53011","0411.08","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.583201,45.659305,2221.306884,0.894917 
"53011","0411.08","3","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.595278,45.655583,2305.069769,1 
"53011","0411.10","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.621132,45.661606,1260.684432,1 
"53011","0411.10","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.627877,45.656487,2161.930662,1 
"53011","0411.10","3","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.626346,45.649193,2779.019256,1 
"53011","0411.11","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.611471,45.645826,1849.145205,1 
"53011","0411.11","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.6102,45.64459,1433.51165,1 
"53011","0411.12","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.609642,45.660935,1335.964999,1 
"53011","0411.12","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.611355,45.652073,1554.384674,1 
"53011","0411.12","3","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.603364,45.656349,1495.008452,1 
"53011","0411.12","4","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.600698,45.656772,1180.102416,1 
"53011","0412.01","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.568789,45.619496,712.514666,0.966906 
"53011","0412.01","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.575383,45.620599,24.386663,0.033094 
"53011","0412.01","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.563347,45.616451,1500.3099,1 
"53011","0412.01","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.568559,45.611701,1233.1169,0.900852 
"53011","0412.01","3","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.578954,45.611712,135.717079,0.099148 
"53011","0412.01","4","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.55799,45.611195,2342.179908,1 
"53011","0412.01","5","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.567984,45.605353,772.951178,1 
"53011","0412.03","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.590031,45.644065,1980.621126,1 
"53011","0412.03","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.575699,45.643335,762.348281,0.487458 
"53011","0412.03","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.58275,45.644739,801.579,0.512542 
"53011","0412.03","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.567779,45.644079,1272.347618,1 
"53011","0412.05","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.580154,45.636714,80.582016,0.040773 
"53011","0412.05","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.590235,45.637607,1895.797951,0.959227 
"53011","0412.05","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.585477,45.63062,1711.307547,0.83153 
"53011","0412.05","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.585224,45.633861,346.714726,0.16847 
"53011","0412.05","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.586435,45.625947,865.196381,0.966825 
"53011","0412.05","3","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.577466,45.623087,29.688111,0.033175 
"53011","0412.06","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.570439,45.637994,1751.598555,1 
"53011","0412.06","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.569766,45.630933,2177.835007,1 
"53011","0412.06","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.568726,45.624562,1939.269828,1 
"53011","0413.09","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.54273,45.605351,1781.286666,1 
"53011","0413.09","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.536139,45.609112,1583.012495,1 
"53011","0413.09","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.531471,45.604018,1727.211892,1 
"53011","0413.10","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.520897,45.602919,1514.093666,1 
"53011","0413.10","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.508092,45.602955,935.1755,1 
"53011","0413.10","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.51198,45.597909,1587.253654,1 
"53011","0413.10","4","53","02700"," "," ","02700","u","03"," ","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)"," ",-122.522453,45.590586,0,0 
"53011","0413.10","4","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.52094,45.593348,995.612011,1 
"53011","0413.12","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.552449,45.660998,2093.011832,1 
"53011","0413.12","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.540035,45.662722,2188.437904,1 
"53011","0413.13","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.562612,45.652087,2686.774054,1 
"53011","0413.17","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.551068,45.639097,2320.974114,1 
"53011","0413.17","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.551213,45.624764,1274.468198,1 
"53011","0413.17","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.550959,45.631816,730.539591,1 
"53011","0413.18","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.541496,45.639139,733.72046,1 
"53011","0413.18","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.535449,45.639969,1692.222332,1 
"53011","0413.18","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.540527,45.627554,1955.174174,1 
"53011","0413.18","4","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.529648,45.6235,637.234099,1 
"53011","0413.19","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.516512,45.639371,2569.081899,1 
"53011","0413.19","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.5226,45.631278,2359.144542,1 
"53011","0413.19","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.509826,45.630252,1456.838023,1 
"53011","0413.20","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.520128,45.624418,1991.224023,1 
"53011","0413.20","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.509922,45.623656,1334.90471,1 
"53011","0413.20","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.516328,45.619174,753.865964,1 
"53011","0413.20","4","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.502713,45.61877,2219.186304,1 
"53011","0413.21","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.500638,45.627635,2211.764277,1 
"53011","0413.21","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.488342,45.626227,765.52915,1 
"53011","0413.22","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.545302,45.615963,2314.612376,1 
"53011","0413.22","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.534881,45.614473,725.238142,1 
"53011","0413.22","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.52925,45.61345,1610.580027,1 
"53011","0413.23","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.522202,45.612671,1932.90809,1 
"53011","0413.23","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.513384,45.614536,2238.271519,1 
"53011","0413.23","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.515891,45.608602,849.292035,1 
"53011","0413.23","4","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.508586,45.607496,766.58944,1 
"53011","0413.25","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.493005,45.593802,2317.793245,1 
"53011","0413.25","2","53","00810"," "," ","00810","u","03","50064","WA","Clark WA","53","53","Camas School District","Camas School District","WA- VANCOUVER",-122.463737,45.582974,32.86898,0.0248 
"53011","0413.25","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.484617,45.591442,1292.493122,0.9752 
"53011","0413.25","3","53","00810"," "," ","00810","u","03","50064","WA","Clark WA","53","53","Camas School District","Camas School District","WA- VANCOUVER",-122.466325,45.591017,1720.850154,1 
"53011","0413.25","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.476905,45.594898,0,0 
"53011","0413.26","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.520559,45.661031,2649.663915,1 
"53011","0413.27","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.494293,45.653026,2720.703324,1 
"53011","0413.27","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.501972,45.644339,2304.009479,1 
"53011","0413.27","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.499824,45.637643,1092.098372,1 
"53011","0413.27","4","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.490012,45.6416,2769.476649,1 
"53011","0413.28","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.497978,45.602837,2002.887209,1 
"53011","0413.28","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.499198,45.598303,1220.393424,1 
"53011","0413.28","3","53","00810"," "," ","00810","u","03","50064","WA","Clark WA","53","53","Camas School District","Camas School District","WA- VANCOUVER",-122.473192,45.600391,876.859567,0.328435 
"53011","0413.28","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.483721,45.604264,1792.949852,0.671565 
"53011","0413.29","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.483478,45.612197,2460.932352,1 
"53011","0413.29","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.492205,45.608345,1728.272182,1 
"53011","0413.30","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.539873,45.655427,1348.688475,1 
"53011","0413.30","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.540488,45.651929,1381.557456,1 
"53011","0413.30","3","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.538238,45.646726,1973.199098,1 
"53011","0413.31","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.55281,45.650933,1957.294753,1 
"53011","0413.31","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.550081,45.644746,762.348281,1 
"53011","0413.32","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.513229,45.646849,2302.949189,1 
"53011","0413.32","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.525276,45.646677,1537.420039,1 
"53011","0413.33","1","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.525124,45.653765,1747.357396,1 
"53011","0413.33","2","53","02700"," "," ","02700","u","03","50064","WA","Clark WA","53","53","Evergreen School District (Clark)","Evergreen School District (Clark)","WA- VANCOUVER",-122.512097,45.653214,1719.789864,1 
"53011","0414.00","1","53","00810"," "," ","00810","u","03","50064","WA","Clark WA","53","53","Camas School District","Camas School District","WA- VANCOUVER",-122.40656,45.591412,753.865964,1 
"53011","0414.00","2","53","00810"," "," ","00810","u","03","50064","WA","Clark WA","53","53","Camas School District","Camas School District","WA- VANCOUVER",-122.41933,45.594,2170.412979,1 
"53011","0414.00","3","53","00810"," "," ","00810","u","03","50064","WA","Clark WA","53","53","Camas School District","Camas School District","WA- VANCOUVER",-122.428945,45.583533,2456.691193,1 
"53011","0415.00","1","53","00810"," "," ","00810","u","03","50064","WA","Clark WA","53","53","Camas School District","Camas School District","WA- VANCOUVER",-122.383022,45.585413,1049.686785,0.992979 
"53011","0415.00","1","53","09540"," "," ","09540","u","03","50064","WA","Clark WA","53","53","Washougal School District","Washougal School District","WA- VANCOUVER",-122.370222,45.583056,7.422028,0.007021 
"53011","0415.00","2","53","00810"," "," ","00810","u","03","50064","WA","Clark WA","53","53","Camas School District","Camas School District","WA- VANCOUVER",-122.390548,45.580909,770.830599,0.815022 
"53011","0415.00","2","53","09540"," "," ","09540","u","03","50064","WA","Clark WA","53","53","Washougal School District","Washougal School District","WA- VANCOUVER",-122.372566,45.581289,174.947798,0.184978 
"53011","0415.00","3","53","00810"," "," ","00810","u","03","50064","WA","Clark WA","53","53","Camas School District","Camas School District","WA- VANCOUVER",-122.400045,45.589218,893.824202,1 
"53011","0416.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.625305,45.642894,2106.795598,1 
"53011","0416.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.620785,45.637394,1026.360412,1 
"53011","0416.00","3","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.618945,45.631667,687.067714,1 
"53011","0417.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.635607,45.641169,2141.785158,1 
"53011","0417.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.646743,45.640831,2013.490106,1 
"53011","0418.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.648383,45.645717,1613.760896,1 
"53011","0418.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.656169,45.647144,1322.181233,1 
"53011","0418.00","3","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.656411,45.642429,1344.447317,1 
"53011","0419.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.666489,45.648444,1226.755162,1 
"53011","0419.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.666986,45.642664,953.200424,1 
"53011","0420.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.671266,45.652359,739.021908,1 
"53011","0420.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.680405,45.651973,960.622452,1 
"53011","0421.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.67425,45.644529,995.612011,1 
"53011","0421.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.68105,45.645276,2349.601935,1 
"53011","0423.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.682009,45.635987,1217.212555,1 
"53011","0423.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.675533,45.636651,1813.095356,1 
"53011","0424.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.678335,45.629931,1355.050214,1 
"53011","0424.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.67424,45.626071,760.227702,1 
"53011","0425.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.666544,45.637983,662.681051,1 
"53011","0425.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.668032,45.632222,584.219615,1 
"53011","0426.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.647723,45.632681,2086.650094,1 
"53011","0426.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.648454,45.626364,1421.848464,1 
"53011","0426.00","3","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.633069,45.617163,1425.029333,1 
"53011","0427.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.631619,45.635996,1708.126678,1 
"53011","0427.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.635391,45.632888,1980.621126,1 
"53011","0427.00","3","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.626374,45.632905,891.703623,1 
"53011","0428.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.620915,45.623155,1563.927281,1 
"53011","0428.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.634227,45.625992,1375.195718,1 
"53011","0429.00","1","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.606607,45.629554,599.06367,1 
"53011","0429.00","2","53","09270"," "," ","09270","u","03","50064","WA","Clark WA","53","53","Vancouver Public Schools","Vancouver Public Schools","WA- VANCOUVER",-122.607134,45.621847,1039.083888,1 
