GISJOIN,BlockGroup,STATEA,COUNTYA,TRACTA,BLKGRPA,ADNEE001,ADNEE002,ADNEE003,ADNEE004,ADNEE005,ADNEE006,ADNEE007,ADNEE008,ADPYE001,ADRKE001,ADRWE001
G53005300603002,530530603002,53,53,60300,2,1236,100,0,185,13,96,33,809,486,1131,275200
G53005300603003,530530603003,53,53,60300,3,1654,71,77,45,119,35,0,1307,815,1174,246800
G53005300604001,530530604001,53,53,60400,1,692,70,0,0,10,0,0,612,275,2474,549300
G53005300604002,530530604002,53,53,60400,2,702,22,0,0,0,58,0,622,280,1375,336800
G53005300604003,530530604003,53,53,60400,3,731,21,0,7,0,75,14,614,386,1580,236000
G53005300604004,530530604004,53,53,60400,4,999,0,204,24,21,25,9,716,424,1347,273100
G53005300604005,530530604005,53,53,60400,5,754,57,9,0,0,8,9,671,393,1168,279600
G53005300605001,530530605001,53,53,60500,1,817,16,0,7,0,17,0,777,437,1395,475000
G53005300605002,530530605002,53,53,60500,2,955,12,0,20,16,47,0,860,391,1175,504900
G53005300605003,530530605003,53,53,60500,3,859,149,37,81,0,19,0,573,299,,354000
G53005300605004,530530605004,53,53,60500,4,574,34,9,13,0,35,9,474,256,1168,300700
G53005300605005,530530605005,53,53,60500,5,890,30,0,0,0,12,24,824,388,1073,384600
G53005300606001,530530606001,53,53,60600,1,1246,6,66,14,0,13,0,1147,615,936,487900
G53005300606002,530530606002,53,53,60600,2,1217,103,36,0,0,26,0,1052,626,907,531300
G53005300606003,530530606003,53,53,60600,3,804,86,27,28,21,82,0,560,494,857,387700
G53005300606004,530530606004,53,53,60600,4,863,14,77,13,46,51,14,648,487,794,347600
G53005300606005,530530606005,53,53,60600,5,557,0,0,14,0,30,0,513,333,911,285000
G53005300606006,530530606006,53,53,60600,6,642,182,94,0,0,74,0,292,313,,237200
G53005300607001,530530607001,53,53,60700,1,1084,63,17,14,16,0,0,974,450,682,335800
G53005300607002,530530607002,53,53,60700,2,938,96,40,30,15,20,17,720,461,1228,257700
G53005300607003,530530607003,53,53,60700,3,1213,181,103,17,40,57,0,815,605,910,263400
G53005300607004,530530607004,53,53,60700,4,1048,193,94,34,40,0,0,687,417,1066,308300
G53005300607005,530530607005,53,53,60700,5,449,147,63,0,16,0,0,223,182,1407,322500
G53005300607006,530530607006,53,53,60700,6,534,57,0,0,22,0,0,455,272,,253200
G53005300608001,530530608001,53,53,60800,1,787,32,8,105,0,0,0,642,347,1247,306000
G53005300608002,530530608002,53,53,60800,2,618,5,12,0,0,44,0,557,387,1034,269700
G53005300608003,530530608003,53,53,60800,3,785,67,0,0,56,5,0,657,317,1699,230700
G53005300608004,530530608004,53,53,60800,4,523,0,0,74,0,8,154,287,283,1296,227700
G53005300608005,530530608005,53,53,60800,5,788,12,50,13,0,0,0,713,309,,238300
G53005300608006,530530608006,53,53,60800,6,977,12,27,35,80,51,0,772,338,1227,258300
G53005300608007,530530608007,53,53,60800,7,578,0,0,0,0,0,0,578,278,,239500
G53005300609031,530530609031,53,53,60903,1,1053,250,100,0,0,80,10,613,326,1838,259200
G53005300609032,530530609032,53,53,60903,2,1069,30,85,57,112,66,16,703,539,705,281300
G53005300609033,530530609033,53,53,60903,3,1328,10,0,0,0,101,0,1217,595,1649,329500
G53005300609041,530530609041,53,53,60904,1,819,15,0,31,17,0,0,756,326,1108,183800
G53005300609042,530530609042,53,53,60904,2,1808,96,188,35,14,177,56,1242,903,942,252600
G53005300609043,530530609043,53,53,60904,3,1061,187,47,0,16,218,109,484,331,,207100
G53005300609044,530530609044,53,53,60904,4,1433,287,293,62,42,41,21,687,806,860,287100
G53005300609051,530530609051,53,53,60905,1,2103,79,642,72,86,185,123,916,1245,745,197100
G53005300609052,530530609052,53,53,60905,2,818,0,17,0,12,265,17,507,441,1262,131600
G53005300609053,530530609053,53,53,60905,3,964,28,69,0,0,77,0,790,387,,247500
G53005300609054,530530609054,53,53,60905,4,1559,80,53,92,33,22,30,1249,611,713,318200
G53005300609055,530530609055,53,53,60905,5,1149,29,112,23,0,0,16,969,472,,361000
G53005300609061,530530609061,53,53,60906,1,1480,47,26,34,55,81,37,1200,616,798,260200
G53005300609062,530530609062,53,53,60906,2,679,32,18,8,21,67,0,533,308,1380,270300
G53005300610011,530530610011,53,53,61001,1,1025,55,64,115,74,79,16,622,693,950,159100
G53005300610012,530530610012,53,53,61001,2,920,19,0,8,0,34,0,859,323,,504600
G53005300610013,530530610013,53,53,61001,3,1740,85,16,42,32,42,22,1501,824,1373,347500
G53005300610021,530530610021,53,53,61002,1,1822,475,73,282,177,339,0,476,984,742,159400
G53005300610022,530530610022,53,53,61002,2,775,0,10,12,35,0,18,700,341,,227600
G53005300610023,530530610023,53,53,61002,3,1101,89,38,23,151,24,102,674,755,788,318900
G53005300610024,530530610024,53,53,61002,4,544,4,16,40,35,0,0,449,264,1228,183700
G53005300611001,530530611001,53,53,61100,1,1345,0,89,138,0,106,0,1012,429,1296,217500
G53005300611002,530530611002,53,53,61100,2,522,0,135,30,0,0,0,357,228,1523,184800
G53005300611003,530530611003,53,53,61100,3,485,17,83,0,0,0,0,385,241,778,199600
G53005300611004,530530611004,53,53,61100,4,724,15,35,58,17,90,14,495,487,789,
G53005300611005,530530611005,53,53,61100,5,996,75,74,16,45,33,32,721,482,912,177800
G53005300611006,530530611006,53,53,61100,6,1348,0,40,102,0,16,80,1110,590,1127,181300
G53005300611007,530530611007,53,53,61100,7,1190,0,51,82,229,15,15,798,486,935,194600
G53005300612001,530530612001,53,53,61200,1,1409,177,157,152,35,103,117,668,574,1090,203600
G53005300612002,530530612002,53,53,61200,2,686,54,0,0,22,63,0,547,267,996,186900
G53005300612003,530530612003,53,53,61200,3,936,0,16,57,0,107,18,738,305,1332,165200
G53005300612004,530530612004,53,53,61200,4,686,27,19,0,190,30,77,343,298,1335,210800
G53005300612005,530530612005,53,53,61200,5,631,0,0,27,0,79,0,525,294,1456,209300
G53005300612006,530530612006,53,53,61200,6,953,17,47,53,24,27,10,775,436,1014,188400
G53005300613001,530530613001,53,53,61300,1,736,117,125,46,50,65,47,286,351,762,
G53005300613002,530530613002,53,53,61300,2,1034,82,233,32,0,194,103,390,428,958,184000
G53005300613003,530530613003,53,53,61300,3,918,71,118,37,30,140,80,442,344,672,137500
G53005300613004,530530613004,53,53,61300,4,780,78,30,0,53,9,22,588,315,1118,158300
G53005300613005,530530613005,53,53,61300,5,771,232,52,0,51,59,42,335,278,865,175900
G53005300613006,530530613006,53,53,61300,6,897,52,68,50,95,23,51,558,361,1047,210900
G53005300614001,530530614001,53,53,61400,1,945,331,149,92,83,18,0,272,712,621,163300
G53005300614002,530530614002,53,53,61400,2,586,105,140,103,116,15,8,99,402,566,
G53005300614003,530530614003,53,53,61400,3,1053,184,196,75,43,191,36,328,512,708,
G53005300615001,530530615001,53,53,61500,1,1647,70,193,126,76,92,50,1040,1410,802,386700
G53005300615002,530530615002,53,53,61500,2,1412,82,243,119,231,26,0,711,998,896,325500
G53005300615003,530530615003,53,53,61500,3,884,59,240,42,64,12,0,467,633,770,
G53005300615004,530530615004,53,53,61500,4,979,176,86,60,34,84,0,539,464,1012,
G53005300616011,530530616011,53,53,61601,1,1890,373,458,54,142,83,7,773,1501,654,318800
G53005300616021,530530616021,53,53,61602,1,816,113,92,50,13,81,0,467,534,1068,236400
G53005300617001,530530617001,53,53,61700,1,1043,143,169,28,25,128,8,542,576,817,191900
G53005300617002,530530617002,53,53,61700,2,989,384,34,6,0,7,10,548,411,1246,185600
G53005300617003,530530617003,53,53,61700,3,855,97,9,38,69,0,19,623,308,1291,166100
G53005300617004,530530617004,53,53,61700,4,528,66,27,25,24,12,0,374,245,856,165000
G53005300617005,530530617005,53,53,61700,5,1096,183,36,0,4,259,14,600,435,888,161000
G53005300618001,530530618001,53,53,61800,1,1018,42,391,21,60,6,6,492,435,996,150700
G53005300618002,530530618002,53,53,61800,2,1093,348,49,30,7,2,72,585,402,1009,135800
G53005300618003,530530618003,53,53,61800,3,566,23,41,29,108,37,0,328,334,1026,163400
G53005300619001,530530619001,53,53,61900,1,862,295,119,49,90,5,0,304,489,413,175000
G53005300619002,530530619002,53,53,61900,2,821,115,82,21,14,63,1,525,398,974,147600
G53005300620001,530530620001,53,53,62000,1,893,81,213,9,7,50,0,533,434,,175300
G53005300620002,530530620002,53,53,62000,2,1155,106,57,384,49,53,0,506,408,1051,156300
G53005300620003,530530620003,53,53,62000,3,1038,187,28,37,6,189,47,544,354,1286,162200
G53005300620004,530530620004,53,53,62000,4,1383,126,258,111,16,69,25,778,557,884,158200
G53005300623001,530530623001,53,53,62300,1,1389,210,141,76,121,151,0,690,563,1078,143600
G53005300623002,530530623002,53,53,62300,2,1438,374,170,44,63,250,14,523,510,911,137500
G53005300623003,530530623003,53,53,62300,3,1352,76,72,0,13,104,13,1074,448,840,166200
G53005300623004,530530623004,53,53,62300,4,1085,110,158,158,70,85,28,476,332,1210,118600
G53005300624001,530530624001,53,53,62400,1,1651,193,373,160,30,131,0,764,703,1051,172700
G53005300624002,530530624002,53,53,62400,2,973,225,61,65,94,0,46,482,542,1129,166300
G53005300624003,530530624003,53,53,62400,3,1095,0,0,0,0,41,14,1040,338,1357,183700
G53005300624004,530530624004,53,53,62400,4,975,18,0,0,175,70,94,618,431,1516,173800
G53005300624005,530530624005,53,53,62400,5,808,47,289,0,0,59,0,413,339,1084,158600
G53005300625001,530530625001,53,53,62500,1,1309,11,407,38,38,29,0,786,485,1184,180300
G53005300625002,530530625002,53,53,62500,2,1542,46,40,30,152,140,0,1134,487,1539,155400
G53005300625003,530530625003,53,53,62500,3,504,141,88,53,0,0,0,222,264,1298,179400
G53005300625004,530530625004,53,53,62500,4,1067,87,67,403,0,59,19,432,329,917,213900
G53005300625005,530530625005,53,53,62500,5,1649,56,42,242,35,88,0,1186,551,1431,158100
G53005300625006,530530625006,53,53,62500,6,695,12,29,0,48,0,0,606,404,1060,160200
G53005300625007,530530625007,53,53,62500,7,1030,145,0,22,98,107,99,559,347,913,179900
G53005300626001,530530626001,53,53,62600,1,1089,61,152,26,7,43,71,729,539,972,178600
G53005300626002,530530626002,53,53,62600,2,2031,222,159,42,126,194,89,1199,1079,1070,136600
G53005300628011,530530628011,53,53,62801,1,1222,165,233,0,81,59,0,684,513,925,175400
G53005300628012,530530628012,53,53,62801,2,2076,178,348,206,193,132,25,994,773,868,176300
G53005300628013,530530628013,53,53,62801,3,1745,203,103,251,191,183,0,814,1016,914,162500
G53005300628014,530530628014,53,53,62801,4,1245,54,232,51,49,154,0,705,637,902,205700
G53005300628021,530530628021,53,53,62802,1,1828,52,162,27,32,187,36,1332,719,1379,163000
G53005300628022,530530628022,53,53,62802,2,1377,120,184,68,45,14,144,802,438,1087,183500
G53005300628023,530530628023,53,53,62802,3,943,0,16,7,16,49,0,855,465,1219,164900
G53005300629001,530530629001,53,53,62900,1,2681,232,439,54,273,83,280,1320,1216,1127,166700
G53005300629002,530530629002,53,53,62900,2,1463,112,138,14,229,83,40,847,606,843,143600
G53005300629003,530530629003,53,53,62900,3,719,24,48,59,9,61,0,518,360,982,130300
G53005300629004,530530629004,53,53,62900,4,815,53,71,14,0,0,0,677,448,734,148400
G53005300629005,530530629005,53,53,62900,5,852,153,0,84,0,245,0,370,313,1351,137800
G53005300629006,530530629006,53,53,62900,6,857,60,84,0,0,61,47,605,356,,131800
G53005300630001,530530630001,53,53,63000,1,1280,68,98,131,92,81,52,758,537,1288,159200
G53005300630002,530530630002,53,53,63000,2,1757,198,145,34,16,57,0,1307,698,893,150500
G53005300631001,530530631001,53,53,63100,1,881,60,30,10,8,51,34,688,412,771,153400
G53005300631002,530530631002,53,53,63100,2,1267,94,238,36,62,145,9,683,506,1526,167800
G53005300631003,530530631003,53,53,63100,3,820,89,20,60,19,0,0,632,296,1434,158800
G53005300631004,530530631004,53,53,63100,4,1392,181,94,18,43,274,32,750,433,1345,190700
G53005300632001,530530632001,53,53,63200,1,1163,110,107,24,0,229,31,662,381,1329,167900
G53005300632002,530530632002,53,53,63200,2,2056,167,66,49,349,233,213,979,654,1207,160700
G53005300632003,530530632003,53,53,63200,3,694,107,102,28,69,26,37,325,293,1024,149800
G53005300632004,530530632004,53,53,63200,4,730,114,122,0,0,109,0,385,307,1275,159900
G53005300632005,530530632005,53,53,63200,5,825,4,143,0,25,163,0,490,327,1053,138100
G53005300633001,530530633001,53,53,63300,1,1631,86,240,163,224,107,0,811,548,860,137200
G53005300633002,530530633002,53,53,63300,2,3024,329,446,311,405,51,213,1269,862,1649,153000
G53005300633003,530530633003,53,53,63300,3,1379,26,63,0,232,154,55,849,406,984,169200
G53005300633004,530530633004,53,53,63300,4,1149,0,318,67,121,44,44,555,426,683,119600
G53005300633005,530530633005,53,53,63300,5,1177,15,75,69,36,241,34,707,404,,137000
G53005300634001,530530634001,53,53,63400,1,896,207,37,20,54,0,32,546,402,1676,167000
G53005300634002,530530634002,53,53,63400,2,2317,13,495,195,44,306,45,1219,765,1135,175000
G53005300634003,530530634003,53,53,63400,3,771,73,65,142,0,37,46,408,310,647,123600
G53005300634004,530530634004,53,53,63400,4,646,0,19,29,21,195,0,382,326,1574,148900
G53005300634005,530530634005,53,53,63400,5,1410,250,242,116,140,94,94,474,708,846,155200
G53005300634006,530530634006,53,53,63400,6,1235,50,155,88,67,0,113,762,393,1330,144500
G53005300635011,530530635011,53,53,63501,1,801,9,56,0,0,23,0,713,253,1417,138600
G53005300635012,530530635012,53,53,63501,2,1103,85,170,186,11,58,16,577,392,877,172500
G53005300635013,530530635013,53,53,63501,3,1058,59,50,7,37,157,25,723,418,1625,189000
G53005300635014,530530635014,53,53,63501,4,1400,171,105,95,136,7,17,869,623,850,122400
G53005300635021,530530635021,53,53,63502,1,1149,74,0,45,110,345,65,510,342,963,190600
G53005300635022,530530635022,53,53,63502,2,2239,235,169,75,94,232,94,1340,886,1424,171900
G53005300635023,530530635023,53,53,63502,3,1483,113,152,8,31,68,151,960,545,992,195300
G53005300701001,530530701001,53,53,70100,1,688,97,88,20,45,40,3,395,629,785,339200
G53005300701002,530530701002,53,53,70100,2,0,0,0,0,0,0,0,0,66,,
G53005300701003,530530701003,53,53,70100,3,1735,155,57,0,22,215,59,1227,528,1763,258600
G53005300701004,530530701004,53,53,70100,4,1375,90,45,5,227,49,17,942,480,1182,184200
G53005300702031,530530702031,53,53,70203,1,2278,0,22,30,0,31,0,2195,804,1005,293000
G53005300702032,530530702032,53,53,70203,2,2688,182,26,54,285,254,19,1868,870,1162,219800
G53005300702033,530530702033,53,53,70203,3,685,38,0,0,24,70,65,488,271,1480,135100
G53005300702041,530530702041,53,53,70204,1,1429,59,332,43,42,0,62,891,508,1177,142700
G53005300702042,530530702042,53,53,70204,2,2240,55,133,61,0,116,26,1849,848,996,178500
G53005300702051,530530702051,53,53,70205,1,2303,69,83,46,45,348,4,1708,788,1231,221200
G53005300702052,530530702052,53,53,70205,2,895,22,27,45,12,68,27,694,429,,262300
G53005300702061,530530702061,53,53,70206,1,1699,77,37,47,13,76,15,1434,593,1069,232000
G53005300702062,530530702062,53,53,70206,2,1277,62,6,17,14,96,19,1063,511,1438,199700
G53005300702063,530530702063,53,53,70206,3,1032,16,25,55,83,0,0,853,372,,263600
G53005300702071,530530702071,53,53,70207,1,1178,0,116,128,62,49,34,789,553,1180,190900
G53005300702072,530530702072,53,53,70207,2,1409,144,55,26,107,61,0,1016,548,1239,265800
G53005300702073,530530702073,53,53,70207,3,1184,119,215,124,157,19,0,550,267,,233900
G53005300702074,530530702074,53,53,70207,4,1402,60,23,103,120,22,37,1037,576,878,260800
G53005300703071,530530703071,53,53,70307,1,1073,0,0,11,0,0,106,956,295,1694,377800
G53005300703072,530530703072,53,53,70307,2,1895,22,0,0,167,4,0,1702,610,1944,501800
G53005300703073,530530703073,53,53,70307,3,2309,116,91,0,54,10,9,2029,815,1273,407100
G53005300703081,530530703081,53,53,70308,1,1828,58,35,40,124,9,0,1562,683,1186,258700
G53005300703082,530530703082,53,53,70308,2,1726,112,89,0,30,0,53,1442,620,1206,194800
G53005300703091,530530703091,53,53,70309,1,1031,13,0,88,14,0,0,916,529,1150,230400
G53005300703092,530530703092,53,53,70309,2,2072,75,30,0,31,55,0,1881,712,1712,233000
G53005300703093,530530703093,53,53,70309,3,2160,188,121,27,242,58,43,1481,830,1284,261400
G53005300703101,530530703101,53,53,70310,1,1914,95,0,23,86,101,23,1586,595,1222,253500
G53005300703102,530530703102,53,53,70310,2,739,112,89,21,28,55,0,434,327,1261,164900
G53005300703103,530530703103,53,53,70310,3,1935,7,0,0,33,61,62,1772,565,1239,263000
G53005300703104,530530703104,53,53,70310,4,728,0,100,31,0,0,161,436,236,,168800
G53005300703111,530530703111,53,53,70311,1,1470,10,0,15,90,170,47,1138,474,991,216300
G53005300703112,530530703112,53,53,70311,2,1531,41,20,0,0,159,178,1133,533,,242600
G53005300703113,530530703113,53,53,70311,3,2013,271,434,43,9,45,9,1202,601,1486,236100
G53005300703121,530530703121,53,53,70312,1,1156,20,59,0,102,10,0,965,375,,384600
G53005300703122,530530703122,53,53,70312,2,2993,243,43,0,42,195,0,2470,911,1807,305900
G53005300703123,530530703123,53,53,70312,3,1498,19,8,0,32,127,0,1312,511,1953,241100
G53005300703131,530530703131,53,53,70313,1,1426,15,32,0,0,26,0,1353,546,1492,356700
G53005300703132,530530703132,53,53,70313,2,835,28,35,0,0,28,91,653,338,,302000
G53005300703133,530530703133,53,53,70313,3,1529,15,38,265,0,101,11,1099,564,1284,235800
G53005300703134,530530703134,53,53,70313,4,761,78,36,153,61,47,0,386,262,1284,207800
G53005300703135,530530703135,53,53,70313,5,1051,0,14,5,4,15,0,1013,498,,278300
G53005300703141,530530703141,53,53,70314,1,1890,0,157,0,0,0,0,1733,624,2125,293200
G53005300703142,530530703142,53,53,70314,2,1380,19,0,178,61,46,9,1067,591,1268,418800
G53005300703151,530530703151,53,53,70315,1,1603,16,55,0,30,11,46,1445,605,,329600
G53005300703152,530530703152,53,53,70315,2,1440,73,25,10,34,0,73,1225,547,1917,296200
G53005300703153,530530703153,53,53,70315,3,1835,0,0,94,11,28,0,1702,679,1760,291900
G53005300703154,530530703154,53,53,70315,4,707,102,0,14,8,35,0,548,262,2292,560200
G53005300703161,530530703161,53,53,70316,1,1661,11,17,0,236,0,58,1339,886,1042,338200
G53005300703162,530530703162,53,53,70316,2,4095,0,10,0,375,256,68,3386,1966,1325,246100
G53005300704011,530530704011,53,53,70401,1,1562,38,190,23,4,46,0,1261,526,931,227100
G53005300704012,530530704012,53,53,70401,2,729,47,23,24,35,51,0,549,347,698,266200
G53005300704031,530530704031,53,53,70403,1,866,0,36,0,13,10,0,807,395,1321,217800
G53005300704032,530530704032,53,53,70403,2,625,57,8,122,78,44,0,316,307,1133,92900
G53005300704033,530530704033,53,53,70403,3,2201,65,26,139,0,149,57,1765,831,1373,169400
G53005300704041,530530704041,53,53,70404,1,2867,323,408,0,0,9,58,2069,809,1602,238300
G53005300704042,530530704042,53,53,70404,2,1956,37,67,49,57,24,31,1691,773,1767,248000
G53005300707031,530530707031,53,53,70703,1,925,46,22,12,21,88,27,709,413,1091,243200
G53005300707032,530530707032,53,53,70703,2,1500,29,36,132,18,34,18,1233,868,1134,182400
G53005300707033,530530707033,53,53,70703,3,1972,15,155,62,27,28,28,1657,588,,218800
G53005300707034,530530707034,53,53,70703,4,831,2,8,0,0,48,112,661,336,1179,234700
G53005300707035,530530707035,53,53,70703,5,942,79,16,23,0,74,0,750,322,1357,241500
G53005300711001,530530711001,53,53,71100,1,1331,62,130,7,204,29,5,894,562,850,251600
G53005300711002,530530711002,53,53,71100,2,969,18,87,23,31,142,9,659,435,1119,237500
G53005300712051,530530712051,53,53,71205,1,1848,77,55,27,150,116,7,1416,730,1033,296500
G53005300712052,530530712052,53,53,71205,2,3007,71,245,160,25,8,21,2477,1129,1395,257300
G53005300712061,530530712061,53,53,71206,1,885,13,41,22,0,12,0,797,420,946,252000
G53005300712062,530530712062,53,53,71206,2,883,27,0,13,16,62,60,705,365,,223000
G53005300712063,530530712063,53,53,71206,3,2107,228,228,77,83,73,0,1418,982,1059,222000
G53005300712064,530530712064,53,53,71206,4,2664,159,22,1,154,56,23,2249,937,986,307600
G53005300712071,530530712071,53,53,71207,1,1226,105,0,0,0,19,0,1102,385,1358,217000
G53005300712072,530530712072,53,53,71207,2,2768,121,118,268,232,354,34,1641,1029,1106,285400
G53005300712073,530530712073,53,53,71207,3,2309,143,144,165,353,136,25,1343,1209,881,250400
G53005300712081,530530712081,53,53,71208,1,1668,16,46,75,159,72,87,1213,986,1294,194400
G53005300712082,530530712082,53,53,71208,2,2295,152,210,213,84,158,14,1464,942,721,160200
G53005300712083,530530712083,53,53,71208,3,3729,176,149,43,158,324,80,2799,1205,1228,238800
G53005300712091,530530712091,53,53,71209,1,2280,26,148,0,126,126,21,1833,799,,254800
G53005300712092,530530712092,53,53,71209,2,849,93,19,7,21,50,0,659,325,1272,203500
G53005300712093,530530712093,53,53,71209,3,921,51,79,0,0,0,0,791,293,,309400
G53005300712101,530530712101,53,53,71210,1,743,19,113,19,11,9,14,558,271,1311,
G53005300712102,530530712102,53,53,71210,2,1102,0,0,0,12,0,0,1090,444,,283400
G53005300712103,530530712103,53,53,71210,3,2649,103,13,24,0,32,162,2315,969,938,287000
G53005300713041,530530713041,53,53,71304,1,2104,263,159,84,206,42,164,1186,830,1140,204100
G53005300713042,530530713042,53,53,71304,2,3189,33,205,0,0,66,0,2885,1283,1331,227000
G53005300713043,530530713043,53,53,71304,3,956,46,12,204,121,59,0,514,478,1085,241300
G53005300713051,530530713051,53,53,71305,1,2013,137,248,58,60,31,161,1318,801,880,198200
G53005300713052,530530713052,53,53,71305,2,1716,29,100,29,97,6,59,1396,659,1066,263500
G53005300713061,530530713061,53,53,71306,1,1207,0,78,141,0,18,0,970,510,899,220500
G53005300713062,530530713062,53,53,71306,2,1741,40,51,14,11,84,16,1525,696,1518,287500
G53005300713063,530530713063,53,53,71306,3,2376,61,0,31,35,70,0,2179,846,1388,211000
G53005300713064,530530713064,53,53,71306,4,1013,11,12,0,0,101,18,871,388,1170,235900
G53005300713071,530530713071,53,53,71307,1,1462,65,27,0,0,76,53,1241,492,1227,234300
G53005300713072,530530713072,53,53,71307,2,968,155,8,13,0,58,89,645,428,1322,272700
G53005300713073,530530713073,53,53,71307,3,2232,173,128,60,66,213,160,1432,931,1260,208300
G53005300713091,530530713091,53,53,71309,1,1557,34,329,16,17,55,9,1097,572,1190,182500
G53005300713092,530530713092,53,53,71309,2,1534,54,17,88,178,49,41,1107,558,1106,189500
G53005300713093,530530713093,53,53,71309,3,1362,31,250,0,0,131,7,943,488,1882,244900
G53005300713101,530530713101,53,53,71310,1,1835,41,0,0,68,104,60,1562,741,1573,218000
G53005300713102,530530713102,53,53,71310,2,3105,84,56,5,3,333,2,2622,1057,1356,253800
G53005300714031,530530714031,53,53,71403,1,1703,61,5,26,85,55,0,1471,848,1058,209100
G53005300714032,530530714032,53,53,71403,2,723,6,40,7,19,91,48,512,342,1287,228400
G53005300714033,530530714033,53,53,71403,3,1622,93,83,97,273,107,0,969,612,1065,142700
G53005300714061,530530714061,53,53,71406,1,3299,24,344,5,145,165,63,2553,1031,1396,250300
G53005300714062,530530714062,53,53,71406,2,1219,24,320,0,0,24,5,846,613,1313,226700
G53005300714063,530530714063,53,53,71406,3,539,9,53,13,62,0,0,402,209,,219200
G53005300714064,530530714064,53,53,71406,4,1913,0,0,0,31,287,0,1595,647,1170,200200
G53005300714071,530530714071,53,53,71407,1,1375,149,0,0,108,22,20,1076,467,1723,172500
G53005300714072,530530714072,53,53,71407,2,1834,87,114,34,48,8,30,1513,686,,173400
G53005300714073,530530714073,53,53,71407,3,1737,67,86,0,0,114,0,1470,494,1638,199200
G53005300714074,530530714074,53,53,71407,4,1917,119,0,329,93,37,181,1158,603,1201,195700
G53005300714081,530530714081,53,53,71408,1,1828,36,62,209,10,42,16,1453,653,1165,186900
G53005300714082,530530714082,53,53,71408,2,1265,40,317,60,36,63,237,512,552,1016,186300
G53005300714083,530530714083,53,53,71408,3,817,62,68,62,44,0,103,478,320,950,151400
G53005300714091,530530714091,53,53,71409,1,1184,100,76,59,73,200,29,647,521,859,168300
G53005300714092,530530714092,53,53,71409,2,1024,110,121,4,184,116,0,489,300,1100,135900
G53005300714093,530530714093,53,53,71409,3,1312,113,69,17,105,252,13,743,501,1071,156900
G53005300714094,530530714094,53,53,71409,4,842,19,325,141,64,8,8,277,345,1000,161800
G53005300714101,530530714101,53,53,71410,1,1181,0,40,176,77,83,44,761,476,1165,146100
G53005300714102,530530714102,53,53,71410,2,1578,105,587,16,102,83,25,660,541,950,
G53005300714103,530530714103,53,53,71410,3,2388,78,146,242,37,323,0,1562,882,1176,192800
G53005300714104,530530714104,53,53,71410,4,1648,36,24,0,29,252,0,1307,697,1226,190900
G53005300714111,530530714111,53,53,71411,1,2333,93,111,10,0,332,0,1787,732,1692,196900
G53005300714112,530530714112,53,53,71411,2,1176,125,168,29,164,126,95,469,410,934,
G53005300714113,530530714113,53,53,71411,3,1735,43,104,32,0,7,6,1543,549,1694,169900
G53005300715031,530530715031,53,53,71503,1,1282,86,122,137,109,178,8,642,728,893,157300
G53005300715032,530530715032,53,53,71503,2,1952,0,102,376,41,300,174,959,684,722,165900
G53005300715033,530530715033,53,53,71503,3,585,36,64,17,20,58,12,378,370,773,166500
G53005300715034,530530715034,53,53,71503,4,1396,29,0,81,0,62,0,1224,523,874,239100
G53005300715041,530530715041,53,53,71504,1,1647,356,179,104,327,137,0,544,655,745,170300
G53005300715042,530530715042,53,53,71504,2,930,146,133,14,15,31,182,409,349,1238,158000
G53005300715043,530530715043,53,53,71504,3,907,257,97,34,2,11,14,492,344,1105,163800
G53005300715044,530530715044,53,53,71504,4,935,96,264,49,0,20,27,479,322,988,
G53005300715051,530530715051,53,53,71505,1,1614,12,81,33,0,47,11,1430,674,926,177800
G53005300715052,530530715052,53,53,71505,2,1012,57,0,63,37,19,16,820,364,1086,188200
G53005300715053,530530715053,53,53,71505,3,992,24,25,7,10,8,0,918,375,992,198900
G53005300715054,530530715054,53,53,71505,4,1426,59,167,58,65,193,43,841,708,679,207400
G53005300715061,530530715061,53,53,71506,1,1024,44,16,1,1,13,0,949,558,1178,173100
G53005300715062,530530715062,53,53,71506,2,2076,142,58,9,255,364,0,1248,776,1319,189700
G53005300715063,530530715063,53,53,71506,3,1993,151,42,28,216,134,0,1422,638,1242,206100
G53005300716011,530530716011,53,53,71601,1,3532,345,435,290,345,530,73,1514,1294,847,141400
G53005300716012,530530716012,53,53,71601,2,1281,68,227,126,30,91,0,739,566,1125,160800
G53005300716021,530530716021,53,53,71602,1,2122,85,316,36,227,78,80,1300,981,948,163500
G53005300716022,530530716022,53,53,71602,2,1326,142,101,120,275,118,87,483,818,974,146600
G53005300716023,530530716023,53,53,71602,3,2001,28,55,0,108,526,109,1175,819,1269,158400
G53005300716024,530530716024,53,53,71602,4,1173,109,96,37,24,95,21,791,622,1085,120800
G53005300717031,530530717031,53,53,71703,1,2226,118,659,232,88,162,132,835,1191,769,
G53005300717032,530530717032,53,53,71703,2,1173,15,274,44,51,145,37,607,555,872,109200
G53005300717041,530530717041,53,53,71704,1,2639,178,499,364,56,407,148,987,838,840,9999
G53005300717042,530530717042,53,53,71704,2,1412,118,457,227,65,82,0,463,608,869,
G53005300717043,530530717043,53,53,71704,3,898,102,60,88,135,102,0,411,411,859,
G53005300717051,530530717051,53,53,71705,1,1372,151,335,173,89,124,42,458,518,1002,150800
G53005300717052,530530717052,53,53,71705,2,1381,105,200,167,109,38,92,670,483,998,131300
