GISJOIN,BlockGroup,STATEA,COUNTYA,TRACTA,BLKGRPA,ADNEE001,ADNEE002,ADNEE003,ADNEE004,ADNEE005,ADNEE006,ADNEE007,ADNEE008,ADPYE001,ADRKE001,ADRWE001
G53006300128014,530630128014,53,63,12801,4,1584,147,48,135,18,46,80,1110,724,730,171800
G53006300128021,530630128021,53,63,12802,1,763,36,2,3,29,42,0,651,280,879,193600
G53006300128022,530630128022,53,63,12802,2,1445,0,79,0,289,137,137,803,512,853,182100
G53006300128023,530630128023,53,63,12802,3,1278,19,23,17,4,47,76,1092,500,1100,203800
G53006300129011,530630129011,53,63,12901,1,2118,110,212,19,330,109,168,1170,882,1284,168000
G53006300129012,530630129012,53,63,12901,2,1067,63,210,22,56,40,148,528,396,766,169800
G53006300129021,530630129021,53,63,12902,1,676,14,49,73,8,95,0,437,284,736,164500
G53006300129022,530630129022,53,63,12902,2,1127,181,60,103,349,49,10,375,458,826,180800
G53006300129023,530630129023,53,63,12902,3,1522,42,17,91,182,30,97,1063,698,1064,165500
G53006300129024,530630129024,53,63,12902,4,2294,107,296,127,0,151,152,1461,815,,201300
G53006300129025,530630129025,53,63,12902,5,1056,14,107,15,54,162,0,704,386,,233100
G53006300130001,530630130001,53,63,13000,1,2263,218,503,243,42,107,30,1120,1078,760,134400
G53006300130002,530630130002,53,63,13000,2,1281,0,222,71,0,38,0,950,401,,240000
G53006300130003,530630130003,53,63,13000,3,4266,11,235,59,14,230,0,3717,1806,903,312000
G53006300131001,530630131001,53,63,13100,1,2553,209,537,0,43,79,15,1670,989,1379,174800
G53006300131002,530630131002,53,63,13100,2,3019,237,414,85,51,34,126,2072,1189,740,162500
G53006300131003,530630131003,53,63,13100,3,2973,19,376,110,166,148,20,2134,1288,977,165900
G53006300131004,530630131004,53,63,13100,4,595,11,47,0,0,17,0,520,228,,
G53006300131005,530630131005,53,63,13100,5,1742,0,49,355,166,26,0,1146,573,1401,248000
G53006300132011,530630132011,53,63,13201,1,868,21,79,109,39,24,45,551,386,943,151300
G53006300132012,530630132012,53,63,13201,2,748,16,88,0,0,210,114,320,202,,168400
G53006300132013,530630132013,53,63,13201,3,1614,134,74,0,17,101,31,1257,709,,160700
G53006300132014,530630132014,53,63,13201,4,2121,110,73,22,0,646,50,1220,653,,172300
G53006300132015,530630132015,53,63,13201,5,2312,194,80,29,52,45,1,1911,942,,200200
G53006300132021,530630132021,53,63,13202,1,2605,113,81,0,97,220,67,2027,1303,911,240500
G53006300132022,530630132022,53,63,13202,2,1978,27,16,81,15,143,0,1696,909,970,301000
G53006300132023,530630132023,53,63,13202,3,4741,240,0,238,218,168,32,3845,2053,860,321500
G53006300133001,530630133001,53,63,13300,1,1518,16,2,8,26,90,34,1342,560,852,338200
G53006300133002,530630133002,53,63,13300,2,1640,82,61,43,48,14,89,1303,610,813,341300
G53006300134011,530630134011,53,63,13401,1,1926,25,9,361,50,0,0,1481,708,,277900
G53006300134012,530630134012,53,63,13401,2,2863,76,20,46,31,107,20,2563,1132,1441,336400
G53006300135001,530630135001,53,63,13500,1,2014,69,26,0,0,0,0,1919,763,,313800
G53006300135002,530630135002,53,63,13500,2,5057,20,142,169,213,162,0,4351,1861,1357,309200
G53006300135003,530630135003,53,63,13500,3,1398,0,122,35,145,18,32,1046,557,,185500
G53006300136001,530630136001,53,63,13600,1,2097,74,73,34,51,249,54,1562,858,827,234200
G53006300136002,530630136002,53,63,13600,2,2618,120,192,45,250,164,157,1690,1011,1098,193100
G53006300137001,530630137001,53,63,13700,1,3243,216,198,148,152,325,116,2088,1665,834,197300
G53006300138001,530630138001,53,63,13800,1,2405,40,96,46,293,256,0,1674,856,1169,
G53006300139001,530630139001,53,63,13900,1,1304,25,53,163,237,240,13,573,635,394,168500
G53006300139002,530630139002,53,63,13900,2,1491,97,83,58,195,0,0,1058,497,1338,205900
G53006300139003,530630139003,53,63,13900,3,2468,74,415,87,15,104,109,1664,1199,667,157900
G53006300140011,530630140011,53,63,14001,1,16,16,0,0,0,0,0,0,16,,
G53006300140012,530630140012,53,63,14001,2,824,324,189,22,50,33,0,206,423,703,
G53006300140013,530630140013,53,63,14001,3,1186,297,93,53,45,7,26,665,485,702,199000
G53006300140014,530630140014,53,63,14001,4,627,233,154,25,21,23,17,154,319,630,
G53006300140015,530630140015,53,63,14001,5,1198,242,100,65,111,79,0,601,602,675,155200
G53006300140021,530630140021,53,63,14002,1,927,180,177,64,11,11,0,484,434,792,183700
G53006300140022,530630140022,53,63,14002,2,908,15,54,151,0,66,0,622,301,,161400
G53006300140023,530630140023,53,63,14002,3,3264,859,527,208,78,258,0,1334,1435,847,207300
G53006300141001,530630141001,53,63,14100,1,1349,74,120,0,126,0,0,1029,546,,224600
G53006300141002,530630141002,53,63,14100,2,3473,99,320,125,171,213,143,2402,1461,1029,203200
G53006300141003,530630141003,53,63,14100,3,1026,33,34,12,30,194,0,723,394,871,274100
G53006300142001,530630142001,53,63,14200,1,2400,312,260,76,62,78,73,1539,976,797,219700
G53006300142002,530630142002,53,63,14200,2,885,69,102,13,46,33,14,608,566,720,175700
G53006300143001,530630143001,53,63,14300,1,879,94,14,26,47,25,86,587,512,792,170700
G53006300143002,530630143002,53,63,14300,2,834,26,61,69,57,39,36,546,340,925,158200
G53006300143003,530630143003,53,63,14300,3,1089,33,121,62,41,121,35,676,533,619,179900
G53006300144001,530630144001,53,63,14400,1,390,18,61,63,45,57,16,130,223,816,90000
G53006300144002,530630144002,53,63,14400,2,1330,34,163,163,62,0,31,877,468,1296,116800
G53006300144003,530630144003,53,63,14400,3,1789,45,169,74,80,73,0,1348,736,905,121800
G53006300144004,530630144004,53,63,14400,4,1209,149,33,151,55,78,181,562,467,1071,137100
G53006300145001,530630145001,53,63,14500,1,527,196,43,42,26,31,0,189,221,781,125000
G53006300145002,530630145002,53,63,14500,2,987,235,259,8,18,35,70,362,509,589,99400
G53006300145003,530630145003,53,63,14500,3,231,21,78,0,9,5,0,118,149,790,127600
G53006509410001,530659410001,53,65,941000,1,850,221,148,29,5,91,6,350,333,467,79300
G53006509410002,530659410002,53,65,941000,2,1342,109,194,153,165,103,59,559,530,505,77900
G53006509501001,530659501001,53,65,950100,1,1013,111,150,57,70,128,11,486,764,531,142600
G53006509501002,530659501002,53,65,950100,2,1705,242,195,153,176,2,0,937,615,687,231200
G53006509501003,530659501003,53,65,950100,3,1566,60,142,35,127,66,66,1070,843,643,130600
G53006509501004,530659501004,53,65,950100,4,1600,125,119,109,122,94,64,967,847,816,171100
G53006509501005,530659501005,53,65,950100,5,510,73,0,0,150,0,0,287,213,1125,132000
G53006509501006,530659501006,53,65,950100,6,897,19,18,84,30,99,7,640,524,588,218500
G53006509502001,530659502001,53,65,950200,1,989,188,49,6,58,156,58,474,454,724,183600
G53006509502002,530659502002,53,65,950200,2,1308,32,78,170,8,128,0,892,562,746,166200
G53006509502003,530659502003,53,65,950200,3,1075,161,115,6,33,82,7,671,529,681,162500
G53006509503001,530659503001,53,65,950300,1,795,45,145,7,76,220,62,240,374,627,162500
G53006509503002,530659503002,53,65,950300,2,692,38,62,65,17,197,21,292,340,597,145800
G53006509503003,530659503003,53,65,950300,3,1148,156,202,30,152,102,19,487,571,537,115600
G53006509505001,530659505001,53,65,950500,1,1150,58,210,87,30,113,43,609,650,613,125800
G53006509505002,530659505002,53,65,950500,2,989,25,70,34,98,22,0,740,532,693,191500
G53006509506001,530659506001,53,65,950600,1,962,98,77,66,6,60,22,633,460,725,184100
G53006509506002,530659506002,53,65,950600,2,1436,101,116,11,10,102,7,1089,767,742,216000
G53006509507001,530659507001,53,65,950700,1,913,122,133,168,79,34,0,377,568,407,122300
G53006509507002,530659507002,53,65,950700,2,659,161,53,74,56,32,3,280,375,715,115800
G53006509507003,530659507003,53,65,950700,3,949,58,68,118,25,229,16,435,409,723,124000
G53006509508001,530659508001,53,65,950800,1,584,83,110,24,2,74,5,286,376,695,112500
G53006509508002,530659508002,53,65,950800,2,1626,89,54,34,108,128,18,1195,720,836,204800
G53006509508003,530659508003,53,65,950800,3,964,19,170,0,32,189,28,526,419,,170900
G53006509509001,530659509001,53,65,950900,1,1568,81,151,70,99,152,39,976,896,725,170000
G53006509511001,530659511001,53,65,951100,1,1482,69,420,171,142,225,0,455,614,653,114100
G53006509511002,530659511002,53,65,951100,2,975,225,96,51,69,93,28,413,636,494,145200
G53006509511003,530659511003,53,65,951100,3,1289,58,79,40,164,250,42,656,569,616,164400
G53006509513001,530659513001,53,65,951300,1,2014,109,125,206,326,118,79,1051,1205,890,204300
G53006509513002,530659513002,53,65,951300,2,708,114,123,13,29,80,37,312,341,652,179300
G53006509513003,530659513003,53,65,951300,3,1174,12,36,29,27,56,40,974,993,762,228200
G53006509514001,530659514001,53,65,951400,1,3639,45,324,133,197,349,0,2591,1459,925,195100
G53006509514002,530659514002,53,65,951400,2,1804,119,139,0,0,57,0,1489,705,,209400
G53006509514003,530659514003,53,65,951400,3,2748,13,343,31,163,107,0,2091,966,1335,249000
G53006700101001,530670101001,53,67,10100,1,651,124,139,31,64,116,24,153,626,712,
G53006700101002,530670101002,53,67,10100,2,926,115,89,50,56,65,0,551,667,740,228100
G53006700101003,530670101003,53,67,10100,3,649,18,13,0,44,0,0,574,406,906,340200
G53006700101004,530670101004,53,67,10100,4,877,78,55,63,0,42,0,639,394,946,298600
G53006700102001,530670102001,53,67,10200,1,1424,113,31,25,0,72,0,1183,598,1207,235600
G53006700102002,530670102002,53,67,10200,2,2069,417,318,0,33,308,0,993,850,1002,240700
G53006700102003,530670102003,53,67,10200,3,1971,51,106,76,56,69,49,1564,847,871,231900
G53006700103001,530670103001,53,67,10300,1,777,59,33,32,0,6,10,637,399,1010,215100
G53006700103002,530670103002,53,67,10300,2,1180,27,25,0,14,67,12,1035,622,911,226300
G53006700103003,530670103003,53,67,10300,3,2316,441,290,121,129,187,15,1133,1091,987,198900
G53006700103004,530670103004,53,67,10300,4,564,65,152,84,64,0,0,199,379,822,234100
G53006700104001,530670104001,53,67,10400,1,1801,0,66,74,11,6,66,1578,697,1106,278500
G53006700104002,530670104002,53,67,10400,2,938,62,56,23,12,0,49,736,409,1197,261700
G53006700104003,530670104003,53,67,10400,3,807,0,33,0,46,54,9,665,398,1188,232500
G53006700105101,530670105101,53,67,10510,1,1426,168,208,80,47,74,80,769,1071,1082,30000
G53006700105201,530670105201,53,67,10520,1,1634,70,137,97,134,38,36,1122,1200,921,199800
G53006700105202,530670105202,53,67,10520,2,1739,159,520,73,235,111,0,641,705,899,269500
G53006700105203,530670105203,53,67,10520,3,716,38,58,0,0,0,0,620,349,1150,271300
G53006700105204,530670105204,53,67,10520,4,1013,101,115,88,73,53,139,444,736,841,158600
G53006700106001,530670106001,53,67,10600,1,493,0,0,0,0,32,0,461,217,,219900
G53006700106002,530670106002,53,67,10600,2,1254,201,97,0,51,35,0,870,395,1782,252200
G53006700106003,530670106003,53,67,10600,3,1442,382,429,74,140,12,31,374,702,909,
G53006700106004,530670106004,53,67,10600,4,1290,51,165,26,203,145,98,602,475,1100,287100
G53006700106005,530670106005,53,67,10600,5,1599,407,67,33,150,20,14,908,893,1153,277500
G53006700107001,530670107001,53,67,10700,1,2937,18,14,0,2,86,0,2817,1057,1506,271300
G53006700107002,530670107002,53,67,10700,2,1824,31,303,119,380,32,0,959,662,1330,226200
G53006700107003,530670107003,53,67,10700,3,1512,60,0,58,0,57,33,1304,529,1711,302600
G53006700108001,530670108001,53,67,10800,1,888,0,0,0,0,28,35,825,328,,332600
G53006700108002,530670108002,53,67,10800,2,1214,20,11,3,17,57,0,1106,480,1120,218200
G53006700108003,530670108003,53,67,10800,3,1105,93,0,241,0,18,33,720,506,958,184900
G53006700108004,530670108004,53,67,10800,4,982,85,35,39,187,219,29,388,674,694,184200
G53006700108005,530670108005,53,67,10800,5,2308,230,205,185,108,239,16,1325,1131,878,180600
G53006700109101,530670109101,53,67,10910,1,3813,89,174,53,0,100,0,3397,1385,1087,243200
G53006700109102,530670109102,53,67,10910,2,675,15,59,85,0,50,43,423,271,915,189600
G53006700109103,530670109103,53,67,10910,3,1009,4,100,0,56,21,2,826,449,1095,202400
G53006700109104,530670109104,53,67,10910,4,2212,141,449,18,79,139,57,1329,1093,1042,169400
G53006700109201,530670109201,53,67,10920,1,1814,309,134,43,58,131,36,1103,920,1267,31300
G53006700109202,530670109202,53,67,10920,2,866,55,97,44,20,21,0,629,364,895,264800
G53006700109203,530670109203,53,67,10920,3,1277,0,172,106,42,0,82,875,780,,184000
G53006700110001,530670110001,53,67,11000,1,1038,38,0,0,69,63,0,868,406,1685,291400
G53006700110002,530670110002,53,67,11000,2,2406,381,35,35,121,277,16,1541,925,632,198300
G53006700110003,530670110003,53,67,11000,3,1447,92,164,21,0,25,6,1139,697,1104,241700
G53006700111001,530670111001,53,67,11100,1,1141,160,93,23,75,11,10,769,561,907,339200
G53006700111002,530670111002,53,67,11100,2,2767,203,92,20,0,286,70,2096,1035,1330,238200
G53006700112001,530670112001,53,67,11200,1,1110,69,105,55,28,178,0,675,625,1017,61900
G53006700112002,530670112002,53,67,11200,2,2015,337,234,170,45,302,126,801,1010,857,171600
G53006700112003,530670112003,53,67,11200,3,1071,143,40,59,74,91,58,606,544,1005,118800
G53006700112004,530670112004,53,67,11200,4,603,82,4,47,15,0,26,429,219,1125,155900
G53006700113001,530670113001,53,67,11300,1,1776,70,163,71,140,435,0,897,790,1011,243100
G53006700113002,530670113002,53,67,11300,2,1360,0,0,0,48,70,15,1227,916,1396,165800
G53006700113003,530670113003,53,67,11300,3,518,13,21,23,10,0,17,434,213,1380,197100
G53006700113004,530670113004,53,67,11300,4,698,35,49,17,14,0,0,583,309,984,180100
G53006700114101,530670114101,53,67,11410,1,1375,132,95,366,32,7,101,642,512,844,167300
G53006700114102,530670114102,53,67,11410,2,794,119,23,0,32,73,23,524,380,1182,206700
G53006700114103,530670114103,53,67,11410,3,841,29,193,0,18,37,52,512,301,1188,187100
G53006700114104,530670114104,53,67,11410,4,2174,71,20,228,74,85,54,1642,903,992,195900
G53006700114201,530670114201,53,67,11420,1,1680,60,83,0,0,160,0,1377,698,1216,241000
G53006700114202,530670114202,53,67,11420,2,2141,93,97,116,197,299,166,1173,883,860,215400
G53006700114203,530670114203,53,67,11420,3,1587,64,72,6,38,128,21,1258,624,1353,247100
G53006700114204,530670114204,53,67,11420,4,1494,150,23,36,169,26,77,1013,535,1683,209400
G53006700115001,530670115001,53,67,11500,1,687,0,207,44,43,0,37,356,267,575,163200
G53006700115002,530670115002,53,67,11500,2,1620,41,185,32,27,90,217,1028,628,863,171500
G53006700115003,530670115003,53,67,11500,3,952,10,0,20,92,0,0,830,531,758,218300
G53006700115004,530670115004,53,67,11500,4,1461,295,182,52,67,11,157,697,534,954,156500
G53006700115005,530670115005,53,67,11500,5,1349,5,158,144,63,0,16,963,464,,183600
G53006700116101,530670116101,53,67,11610,1,1779,144,142,18,195,29,20,1231,832,1282,182900
G53006700116102,530670116102,53,67,11610,2,1085,120,0,84,13,0,0,868,535,880,292700
G53006700116103,530670116103,53,67,11610,3,1366,21,0,0,35,0,0,1310,457,1133,263200
G53006700116104,530670116104,53,67,11610,4,2470,153,44,13,87,36,50,2087,1261,1666,217300
G53006700116211,530670116211,53,67,11621,1,829,77,38,15,0,0,0,699,364,,224300
G53006700116212,530670116212,53,67,11621,2,3422,57,333,15,143,197,0,2677,1794,939,259200
G53006700116213,530670116213,53,67,11621,3,2911,121,358,62,17,482,90,1781,1121,928,179800
G53006700116221,530670116221,53,67,11622,1,1689,158,13,401,0,63,0,1054,591,1486,214000
G53006700116222,530670116222,53,67,11622,2,1538,27,59,18,185,76,0,1173,542,1154,209500
G53006700116223,530670116223,53,67,11622,3,1359,16,14,25,0,0,64,1240,494,1213,225000
G53006700116231,530670116231,53,67,11623,1,1094,130,0,0,49,13,0,902,694,1345,227600
G53006700116232,530670116232,53,67,11623,2,4804,137,78,280,15,326,121,3847,1791,1586,213000
G53006700116241,530670116241,53,67,11624,1,628,0,0,0,0,37,14,577,265,1302,197600
G53006700116242,530670116242,53,67,11624,2,3307,212,185,177,72,514,19,2128,1296,1430,242000
G53006700117101,530670117101,53,67,11710,1,3244,39,13,81,0,60,28,3023,1286,1113,263700
G53006700117102,530670117102,53,67,11710,2,1675,9,123,0,189,0,0,1354,600,1460,401800
G53006700117103,530670117103,53,67,11710,3,1492,6,60,0,60,78,13,1275,614,1083,323300
G53006700117104,530670117104,53,67,11710,4,1376,28,35,0,43,97,12,1161,658,,297200
G53006700117201,530670117201,53,67,11720,1,2449,106,8,18,176,185,12,1944,992,1088,330400
G53006700117202,530670117202,53,67,11720,2,2238,75,80,62,12,47,25,1937,967,1122,275400
G53006700118101,530670118101,53,67,11810,1,2118,21,78,41,9,94,28,1847,821,1215,274100
G53006700118102,530670118102,53,67,11810,2,1430,58,73,84,1,28,55,1131,591,1250,298300
G53006700118211,530670118211,53,67,11821,1,722,82,65,9,85,16,37,428,360,929,257400
G53006700118212,530670118212,53,67,11821,2,1725,48,44,0,162,150,44,1277,681,1154,312300
G53006700118213,530670118213,53,67,11821,3,1472,54,113,0,74,22,50,1159,585,1181,151100
G53006700118221,530670118221,53,67,11822,1,1792,81,184,31,59,0,1,1436,640,1297,245800
G53006700118222,530670118222,53,67,11822,2,696,25,20,0,11,22,0,618,275,1200,233700
G53006700118223,530670118223,53,67,11822,3,1797,54,88,0,81,0,0,1574,680,1259,343000
G53006700119001,530670119001,53,67,11900,1,2310,180,18,86,21,43,0,1962,1066,950,314800
G53006700119002,530670119002,53,67,11900,2,1090,0,139,0,0,19,0,932,739,,405800
G53006700119003,530670119003,53,67,11900,3,1618,43,104,0,14,107,0,1350,693,,345900
G53006700119004,530670119004,53,67,11900,4,1156,95,57,0,24,36,18,926,508,1129,321200
G53006700119005,530670119005,53,67,11900,5,1139,0,17,15,0,161,0,946,611,,381300
G53006700120001,530670120001,53,67,12000,1,2757,51,0,0,135,44,32,2495,1313,1524,433600
G53006700120002,530670120002,53,67,12000,2,2972,256,141,35,28,36,32,2444,1173,884,298500
G53006700120003,530670120003,53,67,12000,3,793,33,4,0,23,23,1,709,302,,348200
G53006700121001,530670121001,53,67,12100,1,1000,8,9,53,0,12,19,899,447,1604,390400
G53006700121002,530670121002,53,67,12100,2,867,25,21,121,0,39,10,651,422,,236200
G53006700121003,530670121003,53,67,12100,3,881,12,23,0,0,52,0,794,368,1276,469300
G53006700121004,530670121004,53,67,12100,4,1283,38,14,0,7,133,56,1035,607,820,259300
G53006700122111,530670122111,53,67,12211,1,1193,68,42,55,15,28,221,764,545,867,348600
G53006700122112,530670122112,53,67,12211,2,1337,67,119,76,37,65,0,973,502,1133,342900
G53006700122121,530670122121,53,67,12212,1,2093,91,120,66,110,51,43,1612,899,927,279600
G53006700122122,530670122122,53,67,12212,2,1851,165,187,78,202,165,14,1040,1030,832,214700
G53006700122123,530670122123,53,67,12212,3,1325,71,88,61,0,198,63,844,606,1322,182600
G53006700122124,530670122124,53,67,12212,4,1924,76,91,16,137,296,15,1293,833,1016,213300
G53006700122211,530670122211,53,67,12221,1,1727,39,0,131,0,42,0,1515,707,,364600
G53006700122212,530670122212,53,67,12221,2,2589,62,125,166,0,323,0,1913,933,1135,340900
G53006700122213,530670122213,53,67,12221,3,1154,20,15,0,0,70,28,1021,537,1679,246200
G53006700122221,530670122221,53,67,12222,1,2940,60,88,16,13,76,197,2490,1269,1534,288100
G53006700122222,530670122222,53,67,12222,2,5105,293,172,167,91,138,47,4197,1987,1644,266000
G53006700123101,530670123101,53,67,12310,1,2027,0,29,142,99,0,0,1757,580,1151,200600
G53006700123102,530670123102,53,67,12310,2,1962,63,127,26,126,98,49,1473,737,1176,161800
G53006700123103,530670123103,53,67,12310,3,1527,141,42,13,83,109,89,1050,566,,217500
G53006700123104,530670123104,53,67,12310,4,3328,39,17,0,0,77,17,3178,1286,1434,334300
G53006700123105,530670123105,53,67,12310,5,1769,43,82,0,0,116,152,1376,704,1173,255900
G53006700123201,530670123201,53,67,12320,1,2134,205,265,92,18,100,12,1442,869,1350,264700
G53006700123202,530670123202,53,67,12320,2,1089,92,270,58,212,60,33,364,300,1024,117000
G53006700123301,530670123301,53,67,12330,1,2226,100,193,70,241,347,37,1238,930,1192,187600
